,Sl No. ,Profile/Grade,Heat No,Line/Bar No.,Billet No.,YS,UTS,UTS/YS,% El,C %,Mn %,Si %,P %,S %,CE ,Date,Time_raw
36,37,TMT-16 mm /SeQR-550D,C104178,Line-2--2,35,575,683,1.1878260869565218,22.125000000000004,0.23,0.91,0.229,0.017,0.018,0.3816666666666667,20-07-2025,09:32:00
37,38,TMT-16 mm /SeQR-550D,C104178,Line-1--3,35,610,715,1.1721311475409837,16.875,0.23,0.91,0.226,0.017,0.017,0.3816666666666667,20-07-2025,09:32:00
