,Sl No. ,Profile/Grade,Heat No,Line/Bar No.,Billet No.,YS,UTS,UTS/YS,% El,C %,Mn %,Si %,P %,S %,CE ,Date,Time_raw
118,119,TMT-16 mm /EQR-500D,C104448,Line-2--2,57,543,651,1.1988950276243093,24.25,0.24,0.89,0.197,0.015,0.011,0.3883333333333333,23-07-2025,14:38:00
119,120,TMT-16 mm /EQR-500D,C104448,Line-2--4,57,545,649,1.1908256880733945,22.875,0.24,0.89,0.198,0.015,0.012,0.3883333333333333,23-07-2025,14:38:00
120,121,TMT-16 mm /EQR-500D,C104448,Line-1--1,57,542,646,1.1918819188191883,20.0,0.23,0.88,0.192,0.015,0.011,0.3766666666666667,23-07-2025,14:38:00
121,122,TMT-16 mm /EQR-500D,C104448,Line-1-3,57,549,652,1.1876138433515482,20.375,0.23,0.89,0.194,0.015,0.011,0.37833333333333335,23-07-2025,14:38:00
