,Sl No. ,Profile/Grade,Heat No,Line/Bar No.,Billet No.,YS,UTS,UTS/YS,% El,C %,Mn %,Si %,P %,S %,CE ,Date,Time_raw
4,5,TMT-16 mm /FE-550D,C104082,Line-1--1,241,607,709,1.1680395387149918,21.749999999999996,0.23,0.94,0.228,0.017,0.013,0.38666666666666666,17-07-2025,13:20:00
5,6,TMT-16 mm /FE-550D,C104082,Line-1--3,241,597,700,1.1725293132328307,20.75,0.23,0.94,0.231,0.017,0.014,0.38666666666666666,17-07-2025,13:20:00
6,7,TMT-16 mm /FE-550D,C104082,Line-2--6,241,599,695,1.1602671118530885,21.125,0.24,0.92,0.263,0.017,0.011,0.3933333333333333,17-07-2025,13:20:00
7,8,TMT-16 mm /FE-550D,C104082,Line-2--8,241,595,687,1.1546218487394957,22.125,0.23,0.93,0.225,0.017,0.013,0.385,17-07-2025,13:20:00
